Plot Title: 10m O. Patagonica,,,,,,,,
#,Date Tim,"e, GMT+03:00","Temp, °C (LGR S/N: 20794989, SEN S/N: 20794989, LBL: <C>)","Intensity, Lux (LGR S/N: 20794989, SEN S/N: 20794989, LBL: <LUX>)",Coupler Attached (LGR S/N: 20794989),Host Connected (LGR S/N: 20794989),Stopped (LGR S/N: 20794989),End Of File (LGR S/N: 20794989)
1694,06/19/24,22:30:00,28.953,0,,,,
1695,06/19/24,23:00:00,28.953,0,,,,
1696,06/19/24,23:30:00,28.953,0,,,,
1697,06/20/24,0:00:00,28.953,0,,,,
1698,06/20/24,0:30:00,28.357,0,,,,
1699,06/20/24,1:00:00,28.258,0,,,,
1700,06/20/24,1:30:00,28.258,0,,,,
1701,06/20/24,2:00:00,28.258,0,,,,
1702,06/20/24,2:30:00,28.258,0,,,,
1703,06/20/24,3:00:00,28.258,0,,,,
1704,06/20/24,3:30:00,28.258,0,,,,
1705,06/20/24,4:00:00,27.961,0,,,,
1706,06/20/24,4:30:00,27.862,0,,,,
1707,06/20/24,5:00:00,27.764,0,,,,
1708,06/20/24,5:30:00,27.764,0,,,,
1709,06/20/24,6:00:00,27.764,53.8,,,,
1710,06/20/24,6:30:00,27.764,107.6,,,,
1711,06/20/24,7:00:00,27.862,129.2,,,,
1712,06/20/24,7:30:00,27.961,570.5,,,,
1713,06/20/24,8:00:00,28.06,172.2,,,,
1714,06/20/24,8:30:00,28.258,236.8,,,,
1715,06/20/24,9:00:00,28.258,215.3,,,,
1716,06/20/24,9:30:00,28.258,979.5,,,,
1717,06/20/24,10:00:00,28.357,279.9,,,,
1718,06/20/24,10:30:00,28.456,753.5,,,,
1719,06/20/24,11:00:00,28.555,387.5,,,,
1720,06/20/24,11:30:00,28.754,430.6,,,,
1721,06/20/24,12:00:00,28.754,1216.3,,,,
1722,06/20/24,12:30:00,28.754,4994.5,,,,
1723,06/20/24,13:00:00,28.655,3444.5,,,,
1724,06/20/24,13:30:00,28.555,549,,,,
1725,06/20/24,14:00:00,28.754,5338.9,,,,
1726,06/20/24,14:30:00,28.853,4305.6,,,,
1727,06/20/24,15:00:00,28.853,1980.6,,,,
1728,06/20/24,15:30:00,28.853,5166.7,,,,
1729,06/20/24,16:00:00,28.853,452.1,,,,
1730,06/20/24,16:30:00,28.953,3272.2,,,,
1731,06/20/24,17:00:00,29.053,1130.2,,,,
1732,06/20/24,17:30:00,29.152,2755.6,,,,
1733,06/20/24,18:00:00,29.452,366,,,,
1734,06/20/24,18:30:00,29.352,505.9,,,,
1735,06/20/24,19:00:00,29.352,172.2,,,,
1736,06/20/24,19:30:00,29.352,75.3,,,,
1737,06/20/24,20:00:00,29.352,0,,,,
1738,06/20/24,20:30:00,28.953,0,,,,
1739,06/20/24,21:00:00,28.754,0,,,,
1740,06/20/24,21:30:00,28.754,0,,,,
1741,06/20/24,22:00:00,28.754,0,,,,
1742,06/20/24,22:30:00,28.754,0,,,,
1743,06/20/24,23:00:00,28.754,0,,,,
1744,06/20/24,23:30:00,28.754,0,,,,
1745,06/21/24,0:00:00,28.754,0,,,,
1746,06/21/24,0:30:00,28.754,0,,,,
1747,06/21/24,1:00:00,28.754,0,,,,
1748,06/21/24,1:30:00,28.754,0,,,,
1749,06/21/24,2:00:00,28.754,0,,,,
1750,06/21/24,2:30:00,28.754,0,,,,
1751,06/21/24,3:00:00,28.754,0,,,,
1752,06/21/24,3:30:00,28.754,0,,,,
1753,06/21/24,4:00:00,28.754,0,,,,
1754,06/21/24,4:30:00,28.754,0,,,,
1755,06/21/24,5:00:00,28.754,0,,,,
1756,06/21/24,5:30:00,28.555,0,,,,
1757,06/21/24,6:00:00,28.357,10.8,,,,
1758,06/21/24,6:30:00,28.456,32.3,,,,
1759,06/21/24,7:00:00,28.357,301.4,,,,
1760,06/21/24,7:30:00,28.258,183,,,,
1761,06/21/24,8:00:00,28.258,215.3,,,,
1762,06/21/24,8:30:00,28.159,215.3,,,,
1763,06/21/24,9:00:00,28.357,247.6,,,,
1764,06/21/24,9:30:00,28.555,645.8,,,,
1765,06/21/24,10:00:00,28.655,828.8,,,,
1766,06/21/24,10:30:00,28.953,398.3,,,,
1767,06/21/24,11:00:00,29.053,387.5,,,,
1768,06/21/24,11:30:00,29.053,1001,,,,
1769,06/21/24,12:00:00,28.953,753.5,,,,
1770,06/21/24,12:30:00,28.754,516.7,,,,
1771,06/21/24,13:00:00,29.152,581.3,,,,
1772,06/21/24,13:30:00,29.452,409,,,,
1773,06/21/24,14:00:00,29.652,7577.8,,,,
1774,06/21/24,14:30:00,29.452,398.3,,,,
1775,06/21/24,15:00:00,29.352,387.5,,,,
1776,06/21/24,15:30:00,29.452,366,,,,
1777,06/21/24,16:00:00,29.552,344.4,,,,
1778,06/21/24,16:30:00,29.652,3444.5,,,,
1779,06/21/24,17:00:00,29.752,1356.3,,,,
1780,06/21/24,17:30:00,29.752,1980.6,,,,
1781,06/21/24,18:00:00,29.752,107.6,,,,
1782,06/21/24,18:30:00,29.953,592,,,,
1783,06/21/24,19:00:00,29.853,183,,,,
1784,06/21/24,19:30:00,29.853,129.2,,,,
1785,06/21/24,20:00:00,29.853,0,,,,
1786,06/21/24,20:30:00,29.853,0,,,,
1787,06/21/24,21:00:00,29.853,0,,,,
1788,06/21/24,21:30:00,29.853,0,,,,
1789,06/21/24,22:00:00,29.752,0,,,,
1790,06/21/24,22:30:00,29.853,0,,,,
1791,06/21/24,23:00:00,29.752,0,,,,
1792,06/21/24,23:30:00,29.752,0,,,,
1793,06/22/24,0:00:00,29.652,0,,,,
1794,06/22/24,0:30:00,29.152,0,,,,
1795,06/22/24,1:00:00,29.053,0,,,,
1796,06/22/24,1:30:00,28.456,0,,,,
1797,06/22/24,2:00:00,28.655,0,,,,
1798,06/22/24,2:30:00,28.853,0,,,,
1799,06/22/24,3:00:00,28.853,0,,,,
1800,06/22/24,3:30:00,28.853,0,,,,
1801,06/22/24,4:00:00,28.853,0,,,,
1802,06/22/24,4:30:00,28.853,0,,,,
1803,06/22/24,5:00:00,28.754,0,,,,
1804,06/22/24,5:30:00,28.754,0,,,,
1805,06/22/24,6:00:00,28.655,43.1,,,,
1806,06/22/24,6:30:00,28.655,172.2,,,,
1807,06/22/24,7:00:00,28.754,226,,,,
1808,06/22/24,7:30:00,28.655,43.1,,,,
1809,06/22/24,8:00:00,28.754,215.3,,,,
1810,06/22/24,8:30:00,28.754,495.1,,,,
1811,06/22/24,9:00:00,28.853,96.9,,,,
1812,06/22/24,9:30:00,29.352,505.9,,,,
1813,06/22/24,10:00:00,29.652,129.2,,,,
1814,06/22/24,10:30:00,29.752,473.6,,,,
1815,06/22/24,11:00:00,29.853,699.7,,,,
1816,06/22/24,11:30:00,29.953,2755.6,,,,
1817,06/22/24,12:00:00,29.953,452.1,,,,
1818,06/22/24,12:30:00,29.853,1108.7,,,,
1819,06/22/24,13:00:00,29.853,258.3,,,,
1820,06/22/24,13:30:00,29.853,430.6,,,,
1821,06/22/24,14:00:00,29.853,398.3,,,,
1822,06/22/24,14:30:00,29.853,2238.9,,,,
1823,06/22/24,15:00:00,29.752,269.1,,,,
1824,06/22/24,15:30:00,29.752,2669.5,,,,
1825,06/22/24,16:00:00,29.853,3616.7,,,,
1826,06/22/24,16:30:00,29.953,882.6,,,,
1827,06/22/24,17:00:00,30.054,2411.1,,,,
1828,06/22/24,17:30:00,29.953,236.8,,,,
1829,06/22/24,18:00:00,29.953,1463.9,,,,
1830,06/22/24,18:30:00,29.652,247.6,,,,
1831,06/22/24,19:00:00,29.953,10.8,,,,
1832,06/22/24,19:30:00,29.752,0,,,,
1833,06/22/24,20:00:00,30.054,0,,,,
1834,06/22/24,20:30:00,30.054,0,,,,
1835,06/22/24,21:00:00,29.752,0,,,,
1836,06/22/24,21:30:00,29.853,0,,,,
1837,06/22/24,22:00:00,29.953,0,,,,
1838,06/22/24,22:30:00,29.552,0,,,,
1839,06/22/24,23:00:00,29.652,0,,,,
1840,06/22/24,23:30:00,29.752,0,,,,
1841,06/23/24,0:00:00,29.352,0,,,,
1842,06/23/24,0:30:00,29.652,0,,,,
1843,06/23/24,1:00:00,29.652,0,,,,
1844,06/23/24,1:30:00,29.853,0,,,,
1845,06/23/24,2:00:00,29.552,0,,,,
1846,06/23/24,2:30:00,29.552,0,,,,
1847,06/23/24,3:00:00,29.752,0,,,,
1848,06/23/24,3:30:00,29.853,0,,,,
1849,06/23/24,4:00:00,29.652,0,,,,
1850,06/23/24,4:30:00,29.452,0,,,,
1851,06/23/24,5:00:00,29.452,0,,,,
1852,06/23/24,5:30:00,29.452,0,,,,
1853,06/23/24,6:00:00,29.552,0,,,,
1854,06/23/24,6:30:00,29.552,96.9,,,,
1855,06/23/24,7:00:00,29.552,86.1,,,,
1856,06/23/24,7:30:00,29.752,75.3,,,,
1857,06/23/24,8:00:00,29.752,129.2,,,,
1858,06/23/24,8:30:00,29.552,538.2,,,,
1859,06/23/24,9:00:00,29.552,473.6,,,,
1860,06/23/24,9:30:00,29.452,247.6,,,,
1861,06/23/24,10:00:00,29.652,656.6,,,,
1862,06/23/24,10:30:00,29.552,678.1,,,,
1863,06/23/24,11:00:00,29.552,1054.9,,,,
1864,06/23/24,11:30:00,29.552,107.6,,,,
1865,06/23/24,12:00:00,29.652,2325,,,,
1866,06/23/24,12:30:00,29.752,355.2,,,,
1867,06/23/24,13:00:00,29.652,398.3,,,,
1868,06/23/24,13:30:00,29.752,366,,,,
1869,06/23/24,14:00:00,29.652,4650,,,,
1870,06/23/24,14:30:00,29.953,204.5,,,,
1871,06/23/24,15:00:00,29.752,312.2,,,,
1872,06/23/24,15:30:00,29.853,3616.7,,,,
1873,06/23/24,16:00:00,29.752,75.3,,,,
1874,06/23/24,16:30:00,29.853,150.7,,,,
1875,06/23/24,17:00:00,29.853,2238.9,,,,
1876,06/23/24,17:30:00,29.953,645.8,,,,
1877,06/23/24,18:00:00,29.953,161.5,,,,
1878,06/23/24,18:30:00,29.853,430.6,,,,
1879,06/23/24,19:00:00,29.752,301.4,,,,
1880,06/23/24,19:30:00,29.652,75.3,,,,
1881,06/23/24,20:00:00,29.652,0,,,,
1882,06/23/24,20:30:00,29.652,0,,,,
1883,06/23/24,21:00:00,29.552,0,,,,
1884,06/23/24,21:30:00,29.552,0,,,,
1885,06/23/24,22:00:00,29.452,0,,,,
1886,06/23/24,22:30:00,29.452,0,,,,
1887,06/23/24,23:00:00,29.452,0,,,,
1888,06/23/24,23:30:00,29.452,0,,,,
1889,06/24/24,0:00:00,29.552,0,,,,
1890,06/24/24,0:30:00,29.452,0,,,,
1891,06/24/24,1:00:00,29.452,0,,,,
1892,06/24/24,1:30:00,29.452,0,,,,
1893,06/24/24,2:00:00,29.452,0,,,,
1894,06/24/24,2:30:00,29.452,0,,,,
1895,06/24/24,3:00:00,29.452,0,,,,
1896,06/24/24,3:30:00,29.452,0,,,,
1897,06/24/24,4:00:00,29.452,0,,,,
1898,06/24/24,4:30:00,29.352,0,,,,
1899,06/24/24,5:00:00,29.452,0,,,,
1900,06/24/24,5:30:00,29.452,0,,,,
1901,06/24/24,6:00:00,29.352,21.5,,,,
1902,06/24/24,6:30:00,29.352,21.5,,,,
1903,06/24/24,7:00:00,29.352,10.8,,,,
1904,06/24/24,7:30:00,29.452,279.9,,,,
1905,06/24/24,8:00:00,29.452,914.9,,,,
1906,06/24/24,8:30:00,29.452,1463.9,,,,
1907,06/24/24,9:00:00,29.552,1205.6,,,,
1908,06/24/24,9:30:00,29.452,904.2,,,,
1909,06/24/24,10:00:00,29.552,204.5,,,,
1910,06/24/24,10:30:00,29.552,258.3,,,,
1911,06/24/24,11:00:00,29.652,86.1,,,,
1912,06/24/24,11:30:00,29.953,322.9,,,,
1913,06/24/24,12:00:00,30.054,1356.3,,,,
1914,06/24/24,12:30:00,30.054,204.5,,,,
1915,06/24/24,13:00:00,30.255,4133.4,,,,
1916,06/24/24,13:30:00,30.255,3444.5,,,,
1917,06/24/24,14:00:00,30.356,344.4,,,,
1918,06/24/24,14:30:00,30.356,3788.9,,,,
1919,06/24/24,15:00:00,30.457,1356.3,,,,
1920,06/24/24,15:30:00,30.255,247.6,,,,
1921,06/24/24,16:00:00,30.255,850.4,,,,
1922,06/24/24,16:30:00,30.356,150.7,,,,
1923,06/24/24,17:00:00,30.154,1808.3,,,,
1924,06/24/24,17:30:00,30.054,247.6,,,,
1925,06/24/24,18:00:00,30.054,1356.3,,,,
1926,06/24/24,18:30:00,30.054,21.5,,,,
1927,06/24/24,19:00:00,30.154,150.7,,,,
1928,06/24/24,19:30:00,30.154,43.1,,,,
1929,06/24/24,20:00:00,30.154,0,,,,
1930,06/24/24,20:30:00,30.054,0,,,,
1931,06/24/24,21:00:00,29.953,0,,,,
1932,06/24/24,21:30:00,30.054,0,,,,
1933,06/24/24,22:00:00,30.054,0,,,,
1934,06/24/24,22:30:00,29.953,0,,,,
1935,06/24/24,23:00:00,29.853,0,,,,
1936,06/24/24,23:30:00,29.853,0,,,,
1937,06/25/24,0:00:00,29.853,0,,,,
1938,06/25/24,0:30:00,29.752,0,,,,
1939,06/25/24,1:00:00,29.752,0,,,,
1940,06/25/24,1:30:00,29.752,0,,,,
1941,06/25/24,2:00:00,29.752,0,,,,
1942,06/25/24,2:30:00,29.752,0,,,,
1943,06/25/24,3:00:00,29.752,0,,,,
1944,06/25/24,3:30:00,29.752,0,,,,
1945,06/25/24,4:00:00,29.752,0,,,,
1946,06/25/24,4:30:00,29.752,0,,,,
1947,06/25/24,5:00:00,29.652,0,,,,
1948,06/25/24,5:30:00,29.752,0,,,,
1949,06/25/24,6:00:00,29.652,86.1,,,,
1950,06/25/24,6:30:00,29.652,96.9,,,,
1951,06/25/24,7:00:00,29.652,86.1,,,,
1952,06/25/24,7:30:00,29.652,290.6,,,,
1953,06/25/24,8:00:00,29.752,312.2,,,,
1954,06/25/24,8:30:00,29.652,64.6,,,,
1955,06/25/24,9:00:00,29.752,53.8,,,,
1956,06/25/24,9:30:00,29.953,290.6,,,,
1957,06/25/24,10:00:00,30.154,366,,,,
1958,06/25/24,10:30:00,30.154,1237.9,,,,
1959,06/25/24,11:00:00,30.154,333.7,,,,
1960,06/25/24,11:30:00,30.154,430.6,,,,
1961,06/25/24,12:00:00,30.154,387.5,,,,
1962,06/25/24,12:30:00,30.255,1722.2,,,,
1963,06/25/24,13:00:00,30.255,1280.9,,,,
1964,06/25/24,13:30:00,30.255,355.2,,,,
1965,06/25/24,14:00:00,30.255,452.1,,,,
1966,06/25/24,14:30:00,30.356,452.1,,,,
1967,06/25/24,15:00:00,30.356,1151.7,,,,
1968,06/25/24,15:30:00,30.457,2927.8,,,,
1969,06/25/24,16:00:00,30.356,258.3,,,,
1970,06/25/24,16:30:00,30.154,4305.6,,,,
1971,06/25/24,17:00:00,29.853,1044.1,,,,
1972,06/25/24,17:30:00,29.752,570.5,,,,
1973,06/25/24,18:00:00,29.953,1722.2,,,,
1974,06/25/24,18:30:00,30.154,882.6,,,,
1975,06/25/24,19:00:00,30.356,64.6,,,,
1976,06/25/24,19:30:00,30.356,129.2,,,,
1977,06/25/24,20:00:00,30.255,0,,,,
1978,06/25/24,20:30:00,30.154,0,,,,
1979,06/25/24,21:00:00,30.154,0,,,,
1980,06/25/24,21:30:00,30.255,0,,,,
1981,06/25/24,22:00:00,30.255,0,,,,
1982,06/25/24,22:30:00,29.953,0,,,,
1983,06/25/24,23:00:00,29.853,0,,,,
1984,06/25/24,23:30:00,29.953,0,,,,
1985,06/26/24,0:00:00,29.853,0,,,,
1986,06/26/24,0:30:00,29.853,0,,,,
1987,06/26/24,1:00:00,29.853,0,,,,
1988,06/26/24,1:30:00,29.752,0,,,,
1989,06/26/24,2:00:00,29.752,0,,,,
1990,06/26/24,2:30:00,29.652,0,,,,
1991,06/26/24,3:00:00,29.652,0,,,,
1992,06/26/24,3:30:00,29.652,0,,,,
1993,06/26/24,4:00:00,29.652,0,,,,
1994,06/26/24,4:30:00,29.752,0,,,,
1995,06/26/24,5:00:00,29.752,0,,,,
1996,06/26/24,5:30:00,29.652,0,,,,
1997,06/26/24,6:00:00,29.652,43.1,,,,
1998,06/26/24,6:30:00,29.652,150.7,,,,
1999,06/26/24,7:00:00,29.752,96.9,,,,
2000,06/26/24,7:30:00,29.652,172.2,,,,
2001,06/26/24,8:00:00,29.652,53.8,,,,
2002,06/26/24,8:30:00,29.752,150.7,,,,
2003,06/26/24,9:00:00,29.752,172.2,,,,
2004,06/26/24,9:30:00,29.853,53.8,,,,
2005,06/26/24,10:00:00,29.953,301.4,,,,
2006,06/26/24,10:30:00,30.154,1377.8,,,,
2007,06/26/24,11:00:00,30.255,355.2,,,,
2008,06/26/24,11:30:00,30.255,1808.3,,,,
2009,06/26/24,12:00:00,30.356,355.2,,,,
2010,06/26/24,12:30:00,30.255,2755.6,,,,
2011,06/26/24,13:00:00,30.356,549,,,,
2012,06/26/24,13:30:00,30.457,1216.3,,,,
2013,06/26/24,14:00:00,30.356,592,,,,
2014,06/26/24,14:30:00,30.457,5338.9,,,,
2015,06/26/24,15:00:00,30.558,473.6,,,,
2016,06/26/24,15:30:00,30.558,409,,,,
2017,06/26/24,16:00:00,30.558,3100,,,,
2018,06/26/24,16:30:00,30.558,2755.6,,,,
2019,06/26/24,17:00:00,30.558,495.1,,,,
2020,06/26/24,17:30:00,30.558,107.6,,,,
2021,06/26/24,18:00:00,30.558,1173.3,,,,
2022,06/26/24,18:30:00,30.558,419.8,,,,
2023,06/26/24,19:00:00,30.356,43.1,,,,
2024,06/26/24,19:30:00,30.457,53.8,,,,
2025,06/26/24,20:00:00,30.659,0,,,,
2026,06/26/24,20:30:00,30.558,0,,,,
2027,06/26/24,21:00:00,29.953,0,,,,
2028,06/26/24,21:30:00,29.853,0,,,,
2029,06/26/24,22:00:00,29.352,0,,,,
2030,06/26/24,22:30:00,29.252,0,,,,
2031,06/26/24,23:00:00,29.252,0,,,,
2032,06/26/24,23:30:00,29.252,0,,,,
2033,06/27/24,0:00:00,29.252,0,,,,
2034,06/27/24,0:30:00,29.252,0,,,,
2035,06/27/24,1:00:00,29.252,0,,,,
2036,06/27/24,1:30:00,29.252,0,,,,
2037,06/27/24,2:00:00,29.252,0,,,,
2038,06/27/24,2:30:00,29.252,0,,,,
2039,06/27/24,3:00:00,29.352,0,,,,
2040,06/27/24,3:30:00,29.352,0,,,,
2041,06/27/24,4:00:00,29.352,0,,,,
2042,06/27/24,4:30:00,29.352,0,,,,
2043,06/27/24,5:00:00,29.352,0,,,,
2044,06/27/24,5:30:00,29.352,0,,,,
2045,06/27/24,6:00:00,29.452,0,,,,
2046,06/27/24,6:30:00,29.452,193.8,,,,
2047,06/27/24,7:00:00,29.053,53.8,,,,
2048,06/27/24,7:30:00,29.053,86.1,,,,
2049,06/27/24,8:00:00,28.953,43.1,,,,
2050,06/27/24,8:30:00,28.953,96.9,,,,
2051,06/27/24,9:00:00,29.053,1194.8,,,,
2052,06/27/24,9:30:00,29.152,990.3,,,,
2053,06/27/24,10:00:00,29.252,2238.9,,,,
2054,06/27/24,10:30:00,29.452,204.5,,,,
2055,06/27/24,11:00:00,29.752,333.7,,,,
2056,06/27/24,11:30:00,30.154,204.5,,,,
2057,06/27/24,12:00:00,30.054,2152.8,,,,
2058,06/27/24,12:30:00,29.953,936.5,,,,
2059,06/27/24,13:00:00,29.953,721.2,,,,
2060,06/27/24,13:30:00,30.054,645.8,,,,
2061,06/27/24,14:00:00,30.154,1151.7,,,,
2062,06/27/24,14:30:00,30.154,4822.3,,,,
2063,06/27/24,15:00:00,30.255,1334.7,,,,
2064,06/27/24,15:30:00,30.255,2152.8,,,,
2065,06/27/24,16:00:00,30.255,6544.5,,,,
2066,06/27/24,16:30:00,30.356,4650,,,,
2067,06/27/24,17:00:00,30.356,172.2,,,,
2068,06/27/24,17:30:00,30.356,129.2,,,,
2069,06/27/24,18:00:00,30.255,139.9,,,,
2070,06/27/24,18:30:00,30.255,484.4,,,,
2071,06/27/24,19:00:00,30.154,107.6,,,,
2072,06/27/24,19:30:00,30.154,0,,,,
2073,06/27/24,20:00:00,30.154,0,,,,
2074,06/27/24,20:30:00,30.154,0,,,,
2075,06/27/24,21:00:00,30.054,0,,,,
2076,06/27/24,21:30:00,30.054,0,,,,
2077,06/27/24,22:00:00,30.054,0,,,,
2078,06/27/24,22:30:00,30.054,0,,,,
2079,06/27/24,23:00:00,30.054,0,,,,
2080,06/27/24,23:30:00,29.953,0,,,,
2081,06/28/24,0:00:00,29.953,0,,,,
2082,06/28/24,0:30:00,29.853,0,,,,
2083,06/28/24,1:00:00,29.752,0,,,,
2084,06/28/24,1:30:00,29.752,0,,,,
2085,06/28/24,2:00:00,29.752,0,,,,
2086,06/28/24,2:30:00,29.752,0,,,,
2087,06/28/24,3:00:00,29.652,0,,,,
2088,06/28/24,3:30:00,29.752,0,,,,
2089,06/28/24,4:00:00,29.652,0,,,,
2090,06/28/24,4:30:00,29.652,0,,,,
2091,06/28/24,5:00:00,29.552,0,,,,
2092,06/28/24,5:30:00,29.552,0,,,,
2093,06/28/24,6:00:00,29.452,107.6,,,,
2094,06/28/24,6:30:00,29.552,279.9,,,,
2095,06/28/24,7:00:00,29.652,441.3,,,,
2096,06/28/24,7:30:00,29.752,301.4,,,,
2097,06/28/24,8:00:00,29.752,398.3,,,,
2098,06/28/24,8:30:00,29.853,1377.8,,,,
2099,06/28/24,9:00:00,29.853,602.8,,,,
2100,06/28/24,9:30:00,29.953,183,,,,
2101,06/28/24,10:00:00,30.054,3444.5,,,,
2102,06/28/24,10:30:00,30.054,215.3,,,,
2103,06/28/24,11:00:00,30.054,236.8,,,,
2104,06/28/24,11:30:00,30.154,3444.5,,,,
2105,06/28/24,12:00:00,30.154,1151.7,,,,
2106,06/28/24,12:30:00,30.255,3444.5,,,,
2107,06/28/24,13:00:00,30.255,430.6,,,,
2108,06/28/24,13:30:00,30.356,6200,,,,
2109,06/28/24,14:00:00,30.457,5511.1,,,,
2110,06/28/24,14:30:00,30.457,376.7,,,,
2111,06/28/24,15:00:00,30.457,5511.1,,,,
2112,06/28/24,15:30:00,30.457,3961.1,,,,
2113,06/28/24,16:00:00,30.457,2411.1,,,,
2114,06/28/24,16:30:00,30.457,290.6,,,,
2115,06/28/24,17:00:00,30.558,3444.5,,,,
2116,06/28/24,17:30:00,30.558,183,,,,
2117,06/28/24,18:00:00,30.457,1463.9,,,,
2118,06/28/24,18:30:00,30.558,215.3,,,,
2119,06/28/24,19:00:00,30.558,322.9,,,,
2120,06/28/24,19:30:00,30.558,21.5,,,,
2121,06/28/24,20:00:00,30.558,0,,,,
2122,06/28/24,20:30:00,30.659,0,,,,
2123,06/28/24,21:00:00,30.659,0,,,,
2124,06/28/24,21:30:00,30.76,0,,,,
2125,06/28/24,22:00:00,30.558,0,,,,
2126,06/28/24,22:30:00,30.558,0,,,,
2127,06/28/24,23:00:00,30.558,0,,,,
2128,06/28/24,23:30:00,30.457,0,,,,
2129,06/29/24,0:00:00,30.457,0,,,,
2130,06/29/24,0:30:00,30.457,0,,,,
2131,06/29/24,1:00:00,30.356,0,,,,
2132,06/29/24,1:30:00,30.356,0,,,,
2133,06/29/24,2:00:00,29.953,0,,,,
2134,06/29/24,2:30:00,30.054,0,,,,
2135,06/29/24,3:00:00,30.154,0,,,,
2136,06/29/24,3:30:00,30.457,0,,,,
2137,06/29/24,4:00:00,30.255,0,,,,
2138,06/29/24,4:30:00,30.255,0,,,,
2139,06/29/24,5:00:00,30.154,0,,,,
2140,06/29/24,5:30:00,30.054,0,,,,
2141,06/29/24,6:00:00,29.953,0,,,,
2142,06/29/24,6:30:00,29.953,53.8,,,,
2143,06/29/24,7:00:00,30.255,258.3,,,,
2144,06/29/24,7:30:00,30.356,53.8,,,,
2145,06/29/24,8:00:00,30.356,473.6,,,,
2146,06/29/24,8:30:00,30.457,1011.8,,,,
2147,06/29/24,9:00:00,30.558,699.7,,,,
2148,06/29/24,9:30:00,30.457,161.5,,,,
2149,06/29/24,10:00:00,30.457,678.1,,,,
2150,06/29/24,10:30:00,30.558,183,,,,
2151,06/29/24,11:00:00,30.457,785.8,,,,
2152,06/29/24,11:30:00,30.457,279.9,,,,
2153,06/29/24,12:00:00,30.659,2411.1,,,,
2154,06/29/24,12:30:00,30.862,3444.5,,,,
2155,06/29/24,13:00:00,30.659,258.3,,,,
2156,06/29/24,13:30:00,30.659,269.1,,,,
2157,06/29/24,14:00:00,30.862,1636.1,,,,
2158,06/29/24,14:30:00,30.76,1108.7,,,,
2159,06/29/24,15:00:00,30.862,1377.8,,,,
2160,06/29/24,15:30:00,30.659,785.8,,,,
2161,06/29/24,16:00:00,30.659,613.5,,,,
2162,06/29/24,16:30:00,30.558,183,,,,
2163,06/29/24,17:00:00,30.457,1636.1,,,,
2164,06/29/24,17:30:00,30.558,2755.6,,,,
2165,06/29/24,18:00:00,30.659,161.5,,,,
2166,06/29/24,18:30:00,30.457,1054.9,,,,
2167,06/29/24,19:00:00,30.356,592,,,,
2168,06/29/24,19:30:00,30.255,32.3,,,,
2169,06/29/24,20:00:00,30.154,0,,,,
2170,06/29/24,20:30:00,30.154,0,,,,
2171,06/29/24,21:00:00,30.154,0,,,,
2172,06/29/24,21:30:00,30.054,0,,,,
2173,06/29/24,22:00:00,30.054,0,,,,
2174,06/29/24,22:30:00,30.054,0,,,,
2175,06/29/24,23:00:00,30.054,0,,,,
2176,06/29/24,23:30:00,30.154,0,,,,
2177,06/30/24,0:00:00,30.154,0,,,,
2178,06/30/24,0:30:00,30.154,0,,,,
2179,06/30/24,1:00:00,30.154,0,,,,
2180,06/30/24,1:30:00,30.054,0,,,,
2181,06/30/24,2:00:00,30.054,0,,,,
2182,06/30/24,2:30:00,30.054,0,,,,
2183,06/30/24,3:00:00,30.054,0,,,,
2184,06/30/24,3:30:00,30.054,0,,,,
2185,06/30/24,4:00:00,30.054,0,,,,
2186,06/30/24,4:30:00,30.054,0,,,,
2187,06/30/24,5:00:00,30.054,0,,,,
2188,06/30/24,5:30:00,30.054,0,,,,
2189,06/30/24,6:00:00,30.054,0,,,,
2190,06/30/24,6:30:00,30.154,0,,,,
2191,06/30/24,7:00:00,30.154,32.3,,,,
2192,06/30/24,7:30:00,30.154,193.8,,,,
2193,06/30/24,8:00:00,30.154,64.6,,,,
2194,06/30/24,8:30:00,30.154,86.1,,,,
2195,06/30/24,9:00:00,30.154,1324,,,,
2196,06/30/24,9:30:00,30.255,172.2,,,,
2197,06/30/24,10:00:00,30.255,322.9,,,,
2198,06/30/24,10:30:00,30.457,269.1,,,,
2199,06/30/24,11:00:00,30.457,2497.2,,,,
2200,06/30/24,11:30:00,30.558,2152.8,,,,
2201,06/30/24,12:00:00,30.659,6544.5,,,,
2202,06/30/24,12:30:00,30.659,1087.2,,,,
2203,06/30/24,13:00:00,30.558,3100,,,,
2204,06/30/24,13:30:00,30.76,1808.3,,,,
2205,06/30/24,14:00:00,30.76,1722.2,,,,
2206,06/30/24,14:30:00,30.963,1237.9,,,,
2207,06/30/24,15:00:00,30.963,419.8,,,,
2208,06/30/24,15:30:00,31.064,613.5,,,,
2209,06/30/24,16:00:00,31.574,150.7,,,,
2210,06/30/24,16:30:00,31.166,107.6,,,,
2211,06/30/24,17:00:00,31.268,1463.9,,,,
2212,06/30/24,17:30:00,31.064,1463.9,,,,
2213,06/30/24,18:00:00,31.268,21.5,,,,
2214,06/30/24,18:30:00,31.268,139.9,,,,
2215,06/30/24,19:00:00,30.862,215.3,,,,
2216,06/30/24,19:30:00,30.963,53.8,,,,
2217,06/30/24,20:00:00,31.064,0,,,,
2218,06/30/24,20:30:00,31.37,0,,,,
2219,06/30/24,21:00:00,31.37,0,,,,
