gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Expression,ipr,description
ACROYT_G018465,277.656315847025,-6.63111541306298,1.8104585614811,-3.66267174192498,2.4959830198116e-4,0.0293464712219117,Down,"Retrotransposon, Pao",-
ACROYT_G010716,584.097560894124,-1.02017519348991,0.278811658760733,-3.65901195819572,2.5318952700756e-4,0.0294743058781227,Down,Uncharacterised protein family UPF0390,Chromosome 19 open reading frame 53
ACROYT_G011464,241.569802175013,2.21968387842379,0.606876541470085,3.65755425814759,2.54633368489e-4,0.0294743058781227,Up,NA,sensory perception of sound
ACROYT_G034374,73.0284456898032,3.0237301925666,0.827516456181738,3.65398194800677,2.5820442957271e-4,0.0296577580183056,Up,C-type lectin fold;SRCR domain;SRCR-like domain superfamily;Pectin lyase fold/virulence factor;-;MAM domain;Septate junction maturation regulator,Fibronectin type 3 domain
ACROYT_G025889,58.0279500329775,3.02093901605689,0.827221854202908,3.65190909876021,2.6029802889039e-4,0.0296700012777965,Up,Striated Muscle Structural and Regulatory Protein;Fibronectin type III;Fibronectin type III superfamily;-;Immunoglobulin-like domain superfamily,Immunoglobulin
ACROYT_G017678,136.744594998332,-1.04934069178173,0.287961468657637,-3.64403160142689,2.6840044390853e-4,0.0302442614467517,Down,NA,NA
ACROYT_G040107,178.060713173289,-5.67763084670903,1.55846669622819,-3.64308769667653,2.6938700592137e-4,0.0302442614467517,Down,Tyrosinase copper-binding domain;Di-copper centre-containing domain superfamily;Tyrosinase and Hemocyanin,tyrosinase
ACROYT_G007216,75.4984444379889,-1.89318387136164,0.520538184061449,-3.63697405748461,2.75859702599e-4,0.0306695263812923,Down,NA,NA
ACROYT_G040410,42.6773433546413,-1.83864713533495,0.505727490550747,-3.63564799163405,2.7728275257664e-4,0.0306695263812923,Down,AMOP domain;Angiogenesis Inhibitor and Adhesion GPCR,Adhesion-associated domain present in MUC4 and other proteins
ACROYT_G007566,189.073887959694,-2.2173420347289,0.61096648950931,-3.62923674669904,2.8426045361669e-4,0.0312101256867974,Down,CD225/Dispanin domain-containing protein;CD225/Dispanin family,response to biotic stimulus
ACROYT_G016164,13.546844983343,2.759933278689,0.762172983798353,3.62113763851172,2.9331041034601e-4,0.0317744696309855,Up,"Galactose-binding-like domain superfamily;Coagulation factor 5/8, C-terminal domain;-;ILEI/PANDER domain",integrin binding
ACROYT_G044556,2042.52538761323,1.53882907618336,0.424993144643849,3.62083270183787,2.9365636278301e-4,0.0317744696309855,Up,"von Willebrand factor, type D domain;Vitellogenin/Apolipophorin",nutrient reservoir activity
ACROYT_G007894,92.1187194596,-1.17586862946276,0.325253000807061,-3.6152429848304,3.000660431783e-4,0.0322344327822914,Down,RNA-binding domain superfamily;RNA recognition motif domain,protein with multiple splicing
ACROYT_G009041,84.7784834009537,-1.93572905349276,0.536116532956066,-3.610649801862,3.0543083161973e-4,0.0323975732301283,Down,NA,NA
ACROYT_G042464,328.558156914095,1.19474749322096,0.331101925715869,3.60839789934117,3.080937181006e-4,0.0323975732301283,Up,"ADAMTS/ADAMTS-like, Spacer 1;Immunoglobulin I-set;-;Immunoglobulin-like domain superfamily;ADAMTS and ADAMTS-like","ADAM metallopeptidase with thrombospondin type 1 motif, 7"
ACROYT_G043279,60.4090531214832,-1.86962357763738,0.51811786050147,-3.60849088627795,3.0798333164062e-4,0.0323975732301283,Down,Carbohydrate sulfotransferase 8-10;Sulfotransferase,Sulfotransferase family
ACROYT_G002011,275.226875636048,1.79887025547184,0.501023429418197,3.59039148640363,3.301816706374e-4,0.0342915911812383,Up,NA,NA
ACROYT_G016076,790.463995699767,1.56595308053193,0.436200591173367,3.58998385655454,3.3069844160851e-4,0.0342915911812383,Up,"C-type lectin fold;Thrombospondin type-1 repeat superfamily;C-type lectin-like;Spermadhesin, CUB domain superfamily;CUB domain;Thrombospondin type-1 (TSP1) repeat;-",It is involved in the biological process described with receptor-mediated endocytosis
ACROYT_G041492,39.8218946689629,-1.39652593979576,0.38938465551615,-3.58649453698834,3.3515308243315e-4,0.0345138332889097,Down,NA,NA
ACROYT_G033512,44.2853880789521,3.98751726569743,1.11411533650498,3.57908838972311,3.4479484576022e-4,0.0352635386088466,Up,NA,NA
ACROYT_G013540,196.410382353707,2.34204216242028,0.655390506445556,3.57350638952967,3.5223264417533e-4,0.0356172544090987,Up,NA,NA
ACROYT_G023819,109.88052186502,-2.04671439722851,0.572840969405018,-3.57291902385113,3.5302395208589e-4,0.0356172544090987,Down,FAD/NAD(P)-binding domain superfamily;Flavin Monoamine Oxidase;Amine oxidase,Flavin containing amine oxidoreductase
ACROYT_G044191,70.6792369597333,3.93738285153094,1.10272665907407,3.57058824970919,3.5618042434065e-4,0.035694537558756,Up,NA,NA
ACROYT_G031934,85.068490736127,1.37259943679299,0.38593101525728,3.55659271353961,3.7569592936905e-4,0.0373992774489243,Up,Wnt,family member 4
ACROYT_G020380,1056.60003928987,-1.75707478096649,0.494499253260103,-3.55324051428301,3.8051639214085e-4,0.0376282832281273,Down,NA,NA
ACROYT_G000300,33.5962896964294,3.29637470131861,0.930098854130129,3.54411220558005,3.9393755331843e-4,0.0386991812246767,Up,FAD/NAD(P)-binding domain superfamily;-;Amine oxidase;Flavin monoamine oxidase and related enzymes,histone demethylase activity (H3-monomethyl-K4 specific)
ACROYT_G008264,46.1187497508343,4.29238018208608,1.21390103548795,3.53602151789968,4.0620160576233e-4,0.0396431527924395,Up,"Hedgehog protein, Hint domain;P-loop containing nucleoside triphosphate hydrolase;AIG1-type guanine nucleotide-binding (G) domain;Hint domain superfamily;-;GTPase GIMA/IAN/Toc",GTPase IMAP family member 8-like
ACROYT_G001091,54.2327164540943,-3.38179215489043,0.961148795243637,-3.51848971941249,4.3401063159632e-4,0.0415163944987113,Down,NA,NA
ACROYT_G001097,195.058778848966,-2.50230810935534,0.71149716315012,-3.51696147076186,4.3651714012173e-4,0.0415163944987113,Down,NA,NA
ACROYT_G007279,979.008642264266,1.01527604333923,0.288671490291836,3.5170637817847,4.3634891679172e-4,0.0415163944987113,Up,"DNA photolyase, N-terminal;Cryptochrome/DNA photolyase class 1;Cryptochrome/DNA photolyase, FAD-binding domain;Cryptochrome/DNA photolyase, FAD-binding domain-like superfamily;Cryptochrome/photolyase, N-terminal domain superfamily",Cryptochrome circadian clock 2
ACROYT_G040265,181.115902286217,-1.61015608935731,0.457302320200667,-3.52098823520241,4.2994169158547e-4,0.0415163944987113,Down,"Molybdopterin dehydrogenase, FAD-binding;Aldehyde oxidase/xanthine dehydrogenase, first molybdopterin binding domain;2Fe-2S ferredoxin-type iron-sulfur binding domain;Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead superfamily;[2Fe-2S]-binding;CO dehydrogenase flavoprotein, C-terminal domain superfamily;[2Fe-2S]-binding domain superfamily;Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding domain superfamily;Thrombospondin type-1 (TSP1) repeat;ILEI/PANDER domain;Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead;Thrombospondin type-1 repeat superfamily;Aldehyde oxidase/xanthine dehydrogenase-like;FAD-binding, type PCMH-like superfamily;CO dehydrogenase flavoprotein, C-terminal;Aldehyde oxidase/xanthine dehydrogenase, second molybdopterin binding domain;2Fe-2S ferredoxin-like superfamily",Xanthine dehydrogenase
ACROYT_G016233,43.7103471675883,2.83663465663105,0.807050599219345,3.51481636885582,4.4005816329124e-4,0.0415882816092715,Up,"SANT/Myb domain;Transcription factor TFIIIB component B'', Myb domain",RNA polymerase III transcriptional preinitiation complex assembly
ACROYT_G001851,884.096081636333,-1.88041295140679,0.536895547909356,-3.50238134536414,4.6111911702224e-4,0.0425026583665198,Down,"Glycoside hydrolase superfamily;-;Glycosyl Hydrolase Family 18;Glycoside hydrolase family 18, catalytic domain;Chitinase insertion domain superfamily",Belongs to the glycosyl hydrolase 18 family
ACROYT_G016944,101.529755478758,-1.21463465084037,0.346774918872063,-3.50266003894153,4.606369689587e-4,0.0425026583665198,Down,"ATPase, vacuolar ER assembly factor, Vma12",Endoplasmic reticulum-based factor for assembly of V-ATPase
ACROYT_G017770,47.2263097119446,-1.60158727100021,0.457217882628604,-3.50289726594349,4.6022692994701e-4,0.0425026583665198,Down,Neurotrophin receptor-related death domain-containing protein,Tumor necrosis factor receptor superfamily member
ACROYT_G023131,56.0741473535604,1.90665784494089,0.544335792090135,3.50272363612123,4.6052700991144e-4,0.0425026583665198,Up,NA,NA
ACROYT_G010792,21.7333173807613,2.736731858267,0.782191880536642,3.49879860219131,4.6735945047917e-4,0.0428135663469634,Up,NA,NA
ACROYT_G020483,25.3845278882367,-3.93463228769323,1.12632736800249,-3.4933292038097,4.7703802986314e-4,0.0434337308653447,Down,NA,It is involved in the biological process described with
ACROYT_G021949,49.0073474033915,3.11515154238451,0.893448535807066,3.48666030279019,4.8909216826163e-4,0.0442613591301987,Up,Polyketide Oxidoreductase-like;NAD(P)-binding domain;NAD(P)-binding domain superfamily;-,NAD-dependent epimerase dehydratase
ACROYT_G023126,800.946779076016,-1.57602223765846,0.452247867567456,-3.48486383393147,4.9238754276689e-4,0.0442911493288873,Down,"Serine proteases, trypsin domain;Peptidase S1, PA clan;-",serine-type endopeptidase activity
ACROYT_G033434,108.573657218904,-2.22757098320606,0.641197892156779,-3.47407720838452,5.1261350843533e-4,0.0458344006464459,Down,"ATPase, nucleotide binding domain;Guanylate-binding protein, C-terminal domain superfamily;Guanylate-binding protein/Atlastin, C-terminal;P-loop containing nucleoside triphosphate hydrolase;Guanylate-binding protein, N-terminal",ATP binding
ACROYT_G004832,111.824798546947,-1.17969895451146,0.340271082952995,-3.46693860751729,5.2642210872701e-4,0.0466349233465856,Down,Tapt1 family,positive regulation of bone development
ACROYT_G004936,71.2773682622767,-1.27952947927216,0.369355790790957,-3.46421935481805,5.3177269201541e-4,0.0466349233465856,Down,Inositol phosphatase;SAC domain,inositol monophosphate 3-phosphatase activity
ACROYT_G011839,66.0015503638572,2.18213214531487,0.629775522320346,3.46493642254468,5.3035684322349e-4,0.0466349233465856,Up,"Coagulation factor 5/8, C-terminal domain;Peptidase M12A;Astacin-like metallopeptidase domain;Galactose-binding-like domain superfamily",Astacin (Peptidase family M12A)
ACROYT_G041595,526.535752954999,1.38321308945941,0.399418738982239,3.46306508548892,5.3405919449947e-4,0.0466349233465856,Up,NA,NA
ACROYT_G026527,46.5954844963437,6.75109486192899,1.95156767758681,3.45931885399792,5.4154340713602e-4,0.0470135241590415,Up,Apolipoprotein L,motor activity
ACROYT_G012594,372.511863983603,1.87392685149192,0.543061596563579,3.45067090611797,5.5919498629027e-4,0.0481514171121939,Up,"PLAT/LH2 domain;Lipoxygenase, C-terminal;PLAT/LH2 domain superfamily;Lipoxigenase, C-terminal domain superfamily;Lipoxygenase;Catalase superfamily",Hydroperoxide isomerase ALOXE3-like
ACROYT_G021665,89.9580738851485,3.16653735839902,0.918314610802454,3.44820535484238,5.6432480542686e-4,0.0481514171121939,Up,"Collagen triple helix repeat;-;Immunoglobulin-like domain superfamily;Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain;Fibrinogen-like, C-terminal;Fibrinogen C-terminal domain-containing protein",negative regulation of axon extension involved in regeneration
ACROYT_G022146,39.0495377851679,-1.95722513866672,0.568696247256988,-3.44160023581495,5.7828417595292e-4,0.0490621552007329,Down,NA,NA
ACROYT_G036299,177.336765954023,3.01826277476541,0.877568283936411,3.439348059876,5.8311700426686e-4,0.0491394289766875,Up,NA,NA
ACROYT_G037118,134.632879377166,2.64874573411174,0.770746294723131,3.43659872547713,5.890676256916e-4,0.0491394289766875,Up,"P-type trefoil domain;P-type trefoil domain superfamily;P-type trefoil, chordata",P or trefoil or TFF domain
ACROYT_G038272,79.4875063823984,-1.72957616418144,0.503162325697576,-3.4374118964165,5.8730174854031e-4,0.0491394289766875,Down,NA,NA
ACROYT_G005214,77.3544992339022,-2.42344874440435,0.705853456545522,-3.43335960450604,5.9615085345853e-4,0.0491807985847672,Down,"Stimulator of interferon genes protein;STING, ligand-binding domain;STING, transmembrane domain",cyclic-di-GMP binding
ACROYT_G042817,182.90896776186,1.83748826477477,0.535078280730377,3.4340550363334,5.9462345051505e-4,0.0491807985847672,Up,NA,NA
ACROYT_G008154,127.825104389229,-2.03793653290554,0.595144909410841,-3.42426945216247,6.1645465412783e-4,0.0495229015320914,Down,"Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain;Fibrinogen C-terminal domain-containing protein;Fibrinogen-like, C-terminal",Fibrinogen-related domains (FReDs)
ACROYT_G012013,53.6588805807214,1.58739815406922,0.46351513945113,3.42469537445731,6.1548912040313e-4,0.0495229015320914,Up,Sodium:neurotransmitter symporter;Sodium:neurotransmitter symporter superfamily,neurotransmitter:sodium symporter activity
ACROYT_G029703,13.6831846142417,3.26586402327895,0.952414352107822,3.4290369690998,6.0572701402812e-4,0.0495229015320914,Up,Ferritin-like superfamily;Ferritin;Ferritin/DPS domain,"Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation"
ACROYT_G044192,834.404234722953,1.96426042211326,0.57329925811499,3.42623925342544,6.1200104580485e-4,0.0495229015320914,Up,Flavin monoamine oxidase and related enzymes;Amine oxidase;FAD/NAD(P)-binding domain superfamily,Flavin containing amine oxidoreductase
ACROYT_G044305,30.5438319975492,-1.76957650801596,0.516803223030606,-3.42408179585049,6.1688050394917e-4,0.0495229015320914,Down,NA,NA
ACROYT_G037606,26.2997563768004,-2.33173824000393,0.681689375807851,-3.42052894287908,6.2499484887982e-4,0.0499060057939763,Down,Double-stranded RNA-binding domain;RISC Loading Complex Component,Staufen C-terminal domain
